macro_category,subcategory,characteristic,required
Casa e cucina,Pentole,Modello,false
Casa e cucina,Pentole,Colore,false
Casa e cucina,Pentole,Materiale,false
Casa e cucina,Pentole,Dimensioni,false
Casa e cucina,Pentole,Peso,false
Casa e cucina,Pentole,Larghezza,false
Casa e cucina,Pentole,Altezza,false
Casa e cucina,Pentole,Profondità,false
Casa e cucina,Pentole,Stile,false
Casa e cucina,Pentole,Montaggio richiesto,false
Casa e cucina,Padelle,Modello,false
Casa e cucina,Padelle,Colore,false
Casa e cucina,Padelle,Materiale,false
Casa e cucina,Padelle,Dimensioni,false
Casa e cucina,Padelle,Peso,false
Casa e cucina,Padelle,Larghezza,false
Casa e cucina,Padelle,Altezza,false
Casa e cucina,Padelle,Profondità,false
Casa e cucina,Padelle,Stile,false
Casa e cucina,Padelle,Montaggio richiesto,false
Casa e cucina,Utensili cucina,Modello,false
Casa e cucina,Utensili cucina,Colore,false
Casa e cucina,Utensili cucina,Materiale,false
Casa e cucina,Utensili cucina,Dimensioni,false
Casa e cucina,Utensili cucina,Peso,false
Casa e cucina,Utensili cucina,Potenza,false
Casa e cucina,Utensili cucina,Alimentazione,false
Casa e cucina,Utensili cucina,Tensione batteria,false
Casa e cucina,Utensili cucina,Velocità,false
Casa e cucina,Utensili cucina,Diametro/Capacità,false
Casa e cucina,Utensili cucina,Accessori inclusi,false
Casa e cucina,Piccoli elettrodomestici,Modello,false
Casa e cucina,Piccoli elettrodomestici,Colore,false
Casa e cucina,Piccoli elettrodomestici,Materiale,false
Casa e cucina,Piccoli elettrodomestici,Dimensioni,false
Casa e cucina,Piccoli elettrodomestici,Peso,false
Casa e cucina,Piccoli elettrodomestici,Larghezza,false
Casa e cucina,Piccoli elettrodomestici,Altezza,false
Casa e cucina,Piccoli elettrodomestici,Profondità,false
Casa e cucina,Piccoli elettrodomestici,Stile,false
Casa e cucina,Piccoli elettrodomestici,Montaggio richiesto,false
Casa e cucina,Robot cucina,Modello,false
Casa e cucina,Robot cucina,Colore,false
Casa e cucina,Robot cucina,Materiale,false
Casa e cucina,Robot cucina,Dimensioni,false
Casa e cucina,Robot cucina,Peso,false
Casa e cucina,Robot cucina,Larghezza,false
Casa e cucina,Robot cucina,Altezza,false
Casa e cucina,Robot cucina,Profondità,false
Casa e cucina,Robot cucina,Stile,false
Casa e cucina,Robot cucina,Montaggio richiesto,false
Casa e cucina,Macchine caffè,Modello,false
Casa e cucina,Macchine caffè,Colore,false
Casa e cucina,Macchine caffè,Materiale,false
Casa e cucina,Macchine caffè,Dimensioni,false
Casa e cucina,Macchine caffè,Peso,false
Casa e cucina,Macchine caffè,Formato/Peso netto,false
Casa e cucina,Macchine caffè,Ingredienti,false
Casa e cucina,Macchine caffè,Allergeni,false
Casa e cucina,Macchine caffè,Valori nutrizionali,false
Casa e cucina,Macchine caffè,Paese di origine,false
Casa e cucina,Macchine caffè,Conservazione,false
Casa e cucina,Macchine caffè,Scadenza/TMC,false
Casa e cucina,Frigoriferi,Modello,false
Casa e cucina,Frigoriferi,Colore,false
Casa e cucina,Frigoriferi,Materiale,false
Casa e cucina,Frigoriferi,Dimensioni,false
Casa e cucina,Frigoriferi,Peso,false
Casa e cucina,Frigoriferi,Capacità netta,false
Casa e cucina,Frigoriferi,Classe energetica,false
Casa e cucina,Frigoriferi,Consumo annuo,false
Casa e cucina,Frigoriferi,Rumorosità,false
Casa e cucina,Frigoriferi,Sistema di raffreddamento,false
Casa e cucina,Frigoriferi,No Frost,false
Casa e cucina,Frigoriferi,Numero porte,false
Casa e cucina,Forni,Modello,false
Casa e cucina,Forni,Colore,false
Casa e cucina,Forni,Materiale,false
Casa e cucina,Forni,Dimensioni,false
Casa e cucina,Forni,Peso,false
Casa e cucina,Forni,Larghezza,false
Casa e cucina,Forni,Altezza,false
Casa e cucina,Forni,Profondità,false
Casa e cucina,Forni,Stile,false
Casa e cucina,Forni,Montaggio richiesto,false
Casa e cucina,Biancheria letto,Modello,false
Casa e cucina,Biancheria letto,Colore,false
Casa e cucina,Biancheria letto,Materiale,false
Casa e cucina,Biancheria letto,Dimensioni,false
Casa e cucina,Biancheria letto,Peso,false
Casa e cucina,Biancheria letto,Larghezza,false
Casa e cucina,Biancheria letto,Altezza,false
Casa e cucina,Biancheria letto,Profondità,false
Casa e cucina,Biancheria letto,Stile,false
Casa e cucina,Biancheria letto,Montaggio richiesto,false
Casa e cucina,Tende,Modello,false
Casa e cucina,Tende,Colore,false
Casa e cucina,Tende,Materiale,false
Casa e cucina,Tende,Dimensioni,false
Casa e cucina,Tende,Peso,false
Casa e cucina,Tende,Larghezza,false
Casa e cucina,Tende,Altezza,false
Casa e cucina,Tende,Profondità,false
Casa e cucina,Tende,Stile,false
Casa e cucina,Tende,Montaggio richiesto,false
Casa e cucina,Tappeti,Modello,false
Casa e cucina,Tappeti,Colore,false
Casa e cucina,Tappeti,Materiale,false
Casa e cucina,Tappeti,Dimensioni,false
Casa e cucina,Tappeti,Peso,false
Casa e cucina,Tappeti,Larghezza,false
Casa e cucina,Tappeti,Altezza,false
Casa e cucina,Tappeti,Profondità,false
Casa e cucina,Tappeti,Stile,false
Casa e cucina,Tappeti,Montaggio richiesto,false
Casa e cucina,Decorazioni casa,Modello,false
Casa e cucina,Decorazioni casa,Colore,false
Casa e cucina,Decorazioni casa,Materiale,false
Casa e cucina,Decorazioni casa,Dimensioni,false
Casa e cucina,Decorazioni casa,Peso,false
Casa e cucina,Decorazioni casa,Larghezza,false
Casa e cucina,Decorazioni casa,Altezza,false
Casa e cucina,Decorazioni casa,Profondità,false
Casa e cucina,Decorazioni casa,Stile,false
Casa e cucina,Decorazioni casa,Montaggio richiesto,false
Casa e cucina,Candele,Modello,false
Casa e cucina,Candele,Colore,false
Casa e cucina,Candele,Materiale,false
Casa e cucina,Candele,Dimensioni,false
Casa e cucina,Candele,Peso,false
Casa e cucina,Candele,Larghezza,false
Casa e cucina,Candele,Altezza,false
Casa e cucina,Candele,Profondità,false
Casa e cucina,Candele,Stile,false
Casa e cucina,Candele,Montaggio richiesto,false
Casa e cucina,Quadri,Modello,false
Casa e cucina,Quadri,Colore,false
Casa e cucina,Quadri,Materiale,false
Casa e cucina,Quadri,Dimensioni,false
Casa e cucina,Quadri,Peso,false
Casa e cucina,Quadri,Larghezza,false
Casa e cucina,Quadri,Altezza,false
Casa e cucina,Quadri,Profondità,false
Casa e cucina,Quadri,Stile,false
Casa e cucina,Quadri,Montaggio richiesto,false
Bellezza e cura personale,Creme viso,Modello,false
Bellezza e cura personale,Creme viso,Colore,false
Bellezza e cura personale,Creme viso,Materiale,false
Bellezza e cura personale,Creme viso,Dimensioni,false
Bellezza e cura personale,Creme viso,Peso,false
Bellezza e cura personale,Creme viso,Formato,false
Bellezza e cura personale,Creme viso,Tipo pelle/capelli,false
Bellezza e cura personale,Creme viso,Beneficio/Funzione,false
Bellezza e cura personale,Creme viso,Ingredienti principali,false
Bellezza e cura personale,Sieri,Modello,false
Bellezza e cura personale,Sieri,Colore,false
Bellezza e cura personale,Sieri,Materiale,false
Bellezza e cura personale,Sieri,Dimensioni,false
Bellezza e cura personale,Sieri,Peso,false
Bellezza e cura personale,Sieri,Formato,false
Bellezza e cura personale,Sieri,Tipo pelle/capelli,false
Bellezza e cura personale,Sieri,Beneficio/Funzione,false
Bellezza e cura personale,Sieri,Ingredienti principali,false
Bellezza e cura personale,Maschere viso,Modello,false
Bellezza e cura personale,Maschere viso,Colore,false
Bellezza e cura personale,Maschere viso,Materiale,false
Bellezza e cura personale,Maschere viso,Dimensioni,false
Bellezza e cura personale,Maschere viso,Peso,false
Bellezza e cura personale,Maschere viso,Formato,false
Bellezza e cura personale,Maschere viso,Tipo pelle/capelli,false
Bellezza e cura personale,Maschere viso,Beneficio/Funzione,false
Bellezza e cura personale,Maschere viso,Ingredienti principali,false
Bellezza e cura personale,Make-up viso,Modello,false
Bellezza e cura personale,Make-up viso,Colore,false
Bellezza e cura personale,Make-up viso,Materiale,false
Bellezza e cura personale,Make-up viso,Dimensioni,false
Bellezza e cura personale,Make-up viso,Peso,false
Bellezza e cura personale,Make-up viso,Tonalità,false
Bellezza e cura personale,Make-up viso,Finish,false
Bellezza e cura personale,Make-up viso,Formato,false
Bellezza e cura personale,Make-up viso,Tipo pelle,false
Bellezza e cura personale,Make-up viso,Effetto,false
Bellezza e cura personale,Make-up viso,Waterproof,false
Bellezza e cura personale,Make-up occhi,Modello,false
Bellezza e cura personale,Make-up occhi,Colore,false
Bellezza e cura personale,Make-up occhi,Materiale,false
Bellezza e cura personale,Make-up occhi,Dimensioni,false
Bellezza e cura personale,Make-up occhi,Peso,false
Bellezza e cura personale,Make-up occhi,Tonalità,false
Bellezza e cura personale,Make-up occhi,Finish,false
Bellezza e cura personale,Make-up occhi,Formato,false
Bellezza e cura personale,Make-up occhi,Tipo pelle,false
Bellezza e cura personale,Make-up occhi,Effetto,false
Bellezza e cura personale,Make-up occhi,Waterproof,false
Bellezza e cura personale,Make-up labbra,Modello,false
Bellezza e cura personale,Make-up labbra,Colore,false
Bellezza e cura personale,Make-up labbra,Materiale,false
Bellezza e cura personale,Make-up labbra,Dimensioni,false
Bellezza e cura personale,Make-up labbra,Peso,false
Bellezza e cura personale,Make-up labbra,Tonalità,false
Bellezza e cura personale,Make-up labbra,Finish,false
Bellezza e cura personale,Make-up labbra,Formato,false
Bellezza e cura personale,Make-up labbra,Tipo pelle,false
Bellezza e cura personale,Make-up labbra,Effetto,false
Bellezza e cura personale,Make-up labbra,Waterproof,false
Bellezza e cura personale,Shampoo,Modello,false
Bellezza e cura personale,Shampoo,Colore,false
Bellezza e cura personale,Shampoo,Materiale,false
Bellezza e cura personale,Shampoo,Dimensioni,false
Bellezza e cura personale,Shampoo,Peso,false
Bellezza e cura personale,Shampoo,Tipo pelle/capelli,false
Bellezza e cura personale,Shampoo,Formato,false
Bellezza e cura personale,Shampoo,Ingredienti principali,false
Bellezza e cura personale,Shampoo,Beneficio/Funzione,false
Bellezza e cura personale,Shampoo,Modalità d'uso,false
Bellezza e cura personale,Balsamo,Modello,false
Bellezza e cura personale,Balsamo,Colore,false
Bellezza e cura personale,Balsamo,Materiale,false
Bellezza e cura personale,Balsamo,Dimensioni,false
Bellezza e cura personale,Balsamo,Peso,false
Bellezza e cura personale,Balsamo,Tipo pelle/capelli,false
Bellezza e cura personale,Balsamo,Formato,false
Bellezza e cura personale,Balsamo,Ingredienti principali,false
Bellezza e cura personale,Balsamo,Beneficio/Funzione,false
Bellezza e cura personale,Balsamo,Modalità d'uso,false
Bellezza e cura personale,Styling capelli,Modello,false
Bellezza e cura personale,Styling capelli,Colore,false
Bellezza e cura personale,Styling capelli,Materiale,false
Bellezza e cura personale,Styling capelli,Dimensioni,false
Bellezza e cura personale,Styling capelli,Peso,false
Bellezza e cura personale,Styling capelli,Formato,false
Bellezza e cura personale,Styling capelli,Tipo pelle/capelli,false
Bellezza e cura personale,Styling capelli,Beneficio/Funzione,false
Bellezza e cura personale,Styling capelli,Ingredienti principali,false
Bellezza e cura personale,Profumi uomo,Modello,false
Bellezza e cura personale,Profumi uomo,Colore,false
Bellezza e cura personale,Profumi uomo,Materiale,false
Bellezza e cura personale,Profumi uomo,Dimensioni,false
Bellezza e cura personale,Profumi uomo,Peso,false
Bellezza e cura personale,Profumi uomo,Formato,false
Bellezza e cura personale,Profumi uomo,Tipo pelle/capelli,false
Bellezza e cura personale,Profumi uomo,Beneficio/Funzione,false
Bellezza e cura personale,Profumi uomo,Ingredienti principali,false
Bellezza e cura personale,Profumi donna,Modello,false
Bellezza e cura personale,Profumi donna,Colore,false
Bellezza e cura personale,Profumi donna,Materiale,false
Bellezza e cura personale,Profumi donna,Dimensioni,false
Bellezza e cura personale,Profumi donna,Peso,false
Bellezza e cura personale,Profumi donna,Formato,false
Bellezza e cura personale,Profumi donna,Tipo pelle/capelli,false
Bellezza e cura personale,Profumi donna,Beneficio/Funzione,false
Bellezza e cura personale,Profumi donna,Ingredienti principali,false
Bellezza e cura personale,Epilatori,Modello,false
Bellezza e cura personale,Epilatori,Colore,false
Bellezza e cura personale,Epilatori,Materiale,false
Bellezza e cura personale,Epilatori,Dimensioni,false
Bellezza e cura personale,Epilatori,Peso,false
Bellezza e cura personale,Epilatori,Formato,false
Bellezza e cura personale,Epilatori,Tipo pelle/capelli,false
Bellezza e cura personale,Epilatori,Beneficio/Funzione,false
Bellezza e cura personale,Epilatori,Ingredienti principali,false
Bellezza e cura personale,Rasoi elettrici,Modello,false
Bellezza e cura personale,Rasoi elettrici,Colore,false
Bellezza e cura personale,Rasoi elettrici,Materiale,false
Bellezza e cura personale,Rasoi elettrici,Dimensioni,false
Bellezza e cura personale,Rasoi elettrici,Peso,false
Bellezza e cura personale,Rasoi elettrici,Formato,false
Bellezza e cura personale,Rasoi elettrici,Tipo pelle/capelli,false
Bellezza e cura personale,Rasoi elettrici,Beneficio/Funzione,false
Bellezza e cura personale,Rasoi elettrici,Ingredienti principali,false
Bellezza e cura personale,Dispositivi estetici,Modello,false
Bellezza e cura personale,Dispositivi estetici,Colore,false
Bellezza e cura personale,Dispositivi estetici,Materiale,false
Bellezza e cura personale,Dispositivi estetici,Dimensioni,false
Bellezza e cura personale,Dispositivi estetici,Peso,false
Bellezza e cura personale,Dispositivi estetici,Formato,false
Bellezza e cura personale,Dispositivi estetici,Tipo pelle/capelli,false
Bellezza e cura personale,Dispositivi estetici,Beneficio/Funzione,false
Bellezza e cura personale,Dispositivi estetici,Ingredienti principali,false
Bellezza e cura personale,Massaggiatori,Modello,false
Bellezza e cura personale,Massaggiatori,Colore,false
Bellezza e cura personale,Massaggiatori,Materiale,false
Bellezza e cura personale,Massaggiatori,Dimensioni,false
Bellezza e cura personale,Massaggiatori,Peso,false
Bellezza e cura personale,Massaggiatori,Formato,false
Bellezza e cura personale,Massaggiatori,Tipo pelle/capelli,false
Bellezza e cura personale,Massaggiatori,Beneficio/Funzione,false
Bellezza e cura personale,Massaggiatori,Ingredienti principali,false
Bellezza e cura personale,Integratori,Modello,false
Bellezza e cura personale,Integratori,Colore,false
Bellezza e cura personale,Integratori,Materiale,false
Bellezza e cura personale,Integratori,Dimensioni,false
Bellezza e cura personale,Integratori,Peso,false
Bellezza e cura personale,Integratori,Formato,false
Bellezza e cura personale,Integratori,Tipo pelle/capelli,false
Bellezza e cura personale,Integratori,Beneficio/Funzione,false
Bellezza e cura personale,Integratori,Ingredienti principali,false
Bellezza e cura personale,Vitamine,Modello,false
Bellezza e cura personale,Vitamine,Colore,false
Bellezza e cura personale,Vitamine,Materiale,false
Bellezza e cura personale,Vitamine,Dimensioni,false
Bellezza e cura personale,Vitamine,Peso,false
Bellezza e cura personale,Vitamine,Formato,false
Bellezza e cura personale,Vitamine,Tipo pelle/capelli,false
Bellezza e cura personale,Vitamine,Beneficio/Funzione,false
Bellezza e cura personale,Vitamine,Ingredienti principali,false
Infanzia,Giocattoli educativi,Modello,false
Infanzia,Giocattoli educativi,Colore,false
Infanzia,Giocattoli educativi,Materiale,false
Infanzia,Giocattoli educativi,Dimensioni,false
Infanzia,Giocattoli educativi,Peso,false
Infanzia,Giocattoli educativi,Età consigliata,false
Infanzia,Giocattoli educativi,Numero giocatori,false
Infanzia,Giocattoli educativi,Durata partita,false
Infanzia,Giocattoli educativi,Batterie richieste,false
Infanzia,Giocattoli educativi,Lingua,false
Infanzia,Giocattoli educativi,Avvertenze,false
Infanzia,Peluche,Modello,false
Infanzia,Peluche,Colore,false
Infanzia,Peluche,Materiale,false
Infanzia,Peluche,Dimensioni,false
Infanzia,Peluche,Peso,false
Infanzia,Peluche,Tipologia,false
Infanzia,Peluche,Uso previsto,false
Infanzia,Peluche,Compatibilità,false
Infanzia,Costruzioni,Modello,false
Infanzia,Costruzioni,Colore,false
Infanzia,Costruzioni,Materiale,false
Infanzia,Costruzioni,Dimensioni,false
Infanzia,Costruzioni,Peso,false
Infanzia,Costruzioni,Tipologia,false
Infanzia,Costruzioni,Uso previsto,false
Infanzia,Costruzioni,Compatibilità,false
Infanzia,Passeggini,Modello,false
Infanzia,Passeggini,Colore,false
Infanzia,Passeggini,Materiale,false
Infanzia,Passeggini,Dimensioni,false
Infanzia,Passeggini,Peso,false
Infanzia,Passeggini,Età consigliata,false
Infanzia,Passeggini,Peso massimo,false
Infanzia,Passeggini,Peso prodotto,false
Infanzia,Passeggini,Tipo chiusura passeggino,false
Infanzia,Passeggini,Reclinabile,false
Infanzia,Passeggini,Dimensioni chiuso,false
Infanzia,Passeggini,Accessori inclusi,false
Infanzia,Seggiolini auto,Modello,false
Infanzia,Seggiolini auto,Colore,false
Infanzia,Seggiolini auto,Materiale,false
Infanzia,Seggiolini auto,Dimensioni,false
Infanzia,Seggiolini auto,Peso,false
Infanzia,Seggiolini auto,Tipologia,false
Infanzia,Seggiolini auto,Uso previsto,false
Infanzia,Seggiolini auto,Compatibilità,false
Infanzia,Culle,Modello,false
Infanzia,Culle,Colore,false
Infanzia,Culle,Materiale,false
Infanzia,Culle,Dimensioni,false
Infanzia,Culle,Peso,false
Infanzia,Culle,Tipologia,false
Infanzia,Culle,Uso previsto,false
Infanzia,Culle,Compatibilità,false
Infanzia,Lettini,Modello,false
Infanzia,Lettini,Colore,false
Infanzia,Lettini,Materiale,false
Infanzia,Lettini,Dimensioni,false
Infanzia,Lettini,Peso,false
Infanzia,Lettini,Tipologia,false
Infanzia,Lettini,Uso previsto,false
Infanzia,Lettini,Compatibilità,false
Infanzia,Prodotti allattamento,Modello,false
Infanzia,Prodotti allattamento,Colore,false
Infanzia,Prodotti allattamento,Materiale,false
Infanzia,Prodotti allattamento,Dimensioni,false
Infanzia,Prodotti allattamento,Peso,false
Infanzia,Prodotti allattamento,Tipologia,false
Infanzia,Prodotti allattamento,Uso previsto,false
Infanzia,Prodotti allattamento,Compatibilità,false
Infanzia,Pannolini,Modello,false
Infanzia,Pannolini,Colore,false
Infanzia,Pannolini,Materiale,false
Infanzia,Pannolini,Dimensioni,false
Infanzia,Pannolini,Peso,false
Infanzia,Pannolini,Taglia pannolini,false
Infanzia,Pannolini,Peso bambino,false
Infanzia,Pannolini,Numero pezzi,false
Infanzia,Pannolini,Tipologia,false
Infanzia,Pannolini,Assorbenza,false
Infanzia,Abbigliamento neonati,Modello,false
Infanzia,Abbigliamento neonati,Colore,false
Infanzia,Abbigliamento neonati,Materiale,false
Infanzia,Abbigliamento neonati,Dimensioni,false
Infanzia,Abbigliamento neonati,Peso,false
Infanzia,Abbigliamento neonati,Tipologia,false
Infanzia,Abbigliamento neonati,Uso previsto,false
Infanzia,Abbigliamento neonati,Compatibilità,false
Sport e tempo libero,Attrezzi palestra,Modello,false
Sport e tempo libero,Attrezzi palestra,Colore,false
Sport e tempo libero,Attrezzi palestra,Materiale,false
Sport e tempo libero,Attrezzi palestra,Dimensioni,false
Sport e tempo libero,Attrezzi palestra,Peso,false
Sport e tempo libero,Attrezzi palestra,Sport/Disciplina,false
Sport e tempo libero,Attrezzi palestra,Taglia/Misura,false
Sport e tempo libero,Attrezzi palestra,Livello utilizzo,false
Sport e tempo libero,Tapis roulant,Modello,false
Sport e tempo libero,Tapis roulant,Colore,false
Sport e tempo libero,Tapis roulant,Materiale,false
Sport e tempo libero,Tapis roulant,Dimensioni,false
Sport e tempo libero,Tapis roulant,Peso,false
Sport e tempo libero,Tapis roulant,Sport/Disciplina,false
Sport e tempo libero,Tapis roulant,Taglia/Misura,false
Sport e tempo libero,Tapis roulant,Livello utilizzo,false
Sport e tempo libero,Pesi,Modello,false
Sport e tempo libero,Pesi,Colore,false
Sport e tempo libero,Pesi,Materiale,false
Sport e tempo libero,Pesi,Dimensioni,false
Sport e tempo libero,Pesi,Peso,false
Sport e tempo libero,Pesi,Sport/Disciplina,false
Sport e tempo libero,Pesi,Taglia/Misura,false
Sport e tempo libero,Pesi,Livello utilizzo,false
Sport e tempo libero,Yoga,Modello,false
Sport e tempo libero,Yoga,Colore,false
Sport e tempo libero,Yoga,Materiale,false
Sport e tempo libero,Yoga,Dimensioni,false
Sport e tempo libero,Yoga,Peso,false
Sport e tempo libero,Yoga,Sport/Disciplina,false
Sport e tempo libero,Yoga,Taglia/Misura,false
Sport e tempo libero,Yoga,Livello utilizzo,false
Sport e tempo libero,Pilates,Modello,false
Sport e tempo libero,Pilates,Colore,false
Sport e tempo libero,Pilates,Materiale,false
Sport e tempo libero,Pilates,Dimensioni,false
Sport e tempo libero,Pilates,Peso,false
Sport e tempo libero,Pilates,Sport/Disciplina,false
Sport e tempo libero,Pilates,Taglia/Misura,false
Sport e tempo libero,Pilates,Livello utilizzo,false
Sport e tempo libero,Biciclette,Modello,false
Sport e tempo libero,Biciclette,Colore,false
Sport e tempo libero,Biciclette,Materiale,false
Sport e tempo libero,Biciclette,Dimensioni,false
Sport e tempo libero,Biciclette,Peso,false
Sport e tempo libero,Biciclette,Tipologia,false
Sport e tempo libero,Biciclette,Misura telaio,false
Sport e tempo libero,Biciclette,Materiale telaio,false
Sport e tempo libero,Biciclette,Diametro ruote,false
Sport e tempo libero,Biciclette,Numero velocità,false
Sport e tempo libero,Biciclette,Tipo freni,false
Sport e tempo libero,Biciclette,Sospensioni,false
Sport e tempo libero,Biciclette,Peso massimo supportato,false
Sport e tempo libero,Accessori bici,Modello,false
Sport e tempo libero,Accessori bici,Colore,false
Sport e tempo libero,Accessori bici,Materiale,false
Sport e tempo libero,Accessori bici,Dimensioni,false
Sport e tempo libero,Accessori bici,Peso,false
Sport e tempo libero,Accessori bici,Tipologia,false
Sport e tempo libero,Accessori bici,Misura telaio,false
Sport e tempo libero,Accessori bici,Materiale telaio,false
Sport e tempo libero,Accessori bici,Diametro ruote,false
Sport e tempo libero,Accessori bici,Numero velocità,false
Sport e tempo libero,Accessori bici,Tipo freni,false
Sport e tempo libero,Accessori bici,Sospensioni,false
Sport e tempo libero,Accessori bici,Peso massimo supportato,false
Sport e tempo libero,Camping,Modello,false
Sport e tempo libero,Camping,Colore,false
Sport e tempo libero,Camping,Materiale,false
Sport e tempo libero,Camping,Dimensioni,false
Sport e tempo libero,Camping,Peso,false
Sport e tempo libero,Camping,Sport/Disciplina,false
Sport e tempo libero,Camping,Taglia/Misura,false
Sport e tempo libero,Camping,Livello utilizzo,false
Sport e tempo libero,Escursionismo,Modello,false
Sport e tempo libero,Escursionismo,Colore,false
Sport e tempo libero,Escursionismo,Materiale,false
Sport e tempo libero,Escursionismo,Dimensioni,false
Sport e tempo libero,Escursionismo,Peso,false
Sport e tempo libero,Escursionismo,Sport/Disciplina,false
Sport e tempo libero,Escursionismo,Taglia/Misura,false
Sport e tempo libero,Escursionismo,Livello utilizzo,false
Sport e tempo libero,Sport acquatici,Modello,false
Sport e tempo libero,Sport acquatici,Colore,false
Sport e tempo libero,Sport acquatici,Materiale,false
Sport e tempo libero,Sport acquatici,Dimensioni,false
Sport e tempo libero,Sport acquatici,Peso,false
Sport e tempo libero,Sport acquatici,Sport/Disciplina,false
Sport e tempo libero,Sport acquatici,Taglia/Misura,false
Sport e tempo libero,Sport acquatici,Livello utilizzo,false
Sport e tempo libero,Sport invernali,Modello,false
Sport e tempo libero,Sport invernali,Colore,false
Sport e tempo libero,Sport invernali,Materiale,false
Sport e tempo libero,Sport invernali,Dimensioni,false
Sport e tempo libero,Sport invernali,Peso,false
Sport e tempo libero,Sport invernali,Sport/Disciplina,false
Sport e tempo libero,Sport invernali,Taglia/Misura,false
Sport e tempo libero,Sport invernali,Livello utilizzo,false
Auto e moto,Autoradio,Modello,false
Auto e moto,Autoradio,Colore,false
Auto e moto,Autoradio,Materiale,false
Auto e moto,Autoradio,Dimensioni,false
Auto e moto,Autoradio,Peso,false
Auto e moto,Autoradio,Compatibilità veicolo,false
Auto e moto,Autoradio,Anno compatibilità,false
Auto e moto,Autoradio,Omologazione,false
Auto e moto,Autoradio,Posizione montaggio,false
Auto e moto,Navigatori GPS,Modello,false
Auto e moto,Navigatori GPS,Colore,false
Auto e moto,Navigatori GPS,Materiale,false
Auto e moto,Navigatori GPS,Dimensioni,false
Auto e moto,Navigatori GPS,Peso,false
Auto e moto,Navigatori GPS,Compatibilità veicolo,false
Auto e moto,Navigatori GPS,Anno compatibilità,false
Auto e moto,Navigatori GPS,Omologazione,false
Auto e moto,Navigatori GPS,Posizione montaggio,false
Auto e moto,Accessori interni auto,Modello,false
Auto e moto,Accessori interni auto,Colore,false
Auto e moto,Accessori interni auto,Materiale,false
Auto e moto,Accessori interni auto,Dimensioni,false
Auto e moto,Accessori interni auto,Peso,false
Auto e moto,Accessori interni auto,Compatibilità veicolo,false
Auto e moto,Accessori interni auto,Anno compatibilità,false
Auto e moto,Accessori interni auto,Omologazione,false
Auto e moto,Accessori interni auto,Posizione montaggio,false
Auto e moto,Accessori esterni auto,Modello,false
Auto e moto,Accessori esterni auto,Colore,false
Auto e moto,Accessori esterni auto,Materiale,false
Auto e moto,Accessori esterni auto,Dimensioni,false
Auto e moto,Accessori esterni auto,Peso,false
Auto e moto,Accessori esterni auto,Compatibilità veicolo,false
Auto e moto,Accessori esterni auto,Anno compatibilità,false
Auto e moto,Accessori esterni auto,Omologazione,false
Auto e moto,Accessori esterni auto,Posizione montaggio,false
Auto e moto,Oli motore,Modello,false
Auto e moto,Oli motore,Colore,false
Auto e moto,Oli motore,Materiale,false
Auto e moto,Oli motore,Dimensioni,false
Auto e moto,Oli motore,Peso,false
Auto e moto,Oli motore,Compatibilità veicolo,false
Auto e moto,Oli motore,Anno compatibilità,false
Auto e moto,Oli motore,Omologazione,false
Auto e moto,Oli motore,Posizione montaggio,false
Auto e moto,Batterie auto,Modello,false
Auto e moto,Batterie auto,Colore,false
Auto e moto,Batterie auto,Materiale,false
Auto e moto,Batterie auto,Dimensioni,false
Auto e moto,Batterie auto,Peso,false
Auto e moto,Batterie auto,Compatibilità veicolo,false
Auto e moto,Batterie auto,Anno compatibilità,false
Auto e moto,Batterie auto,Omologazione,false
Auto e moto,Batterie auto,Posizione montaggio,false
Auto e moto,Ricambi meccanici,Modello,false
Auto e moto,Ricambi meccanici,Colore,false
Auto e moto,Ricambi meccanici,Materiale,false
Auto e moto,Ricambi meccanici,Dimensioni,false
Auto e moto,Ricambi meccanici,Peso,false
Auto e moto,Ricambi meccanici,Compatibilità veicolo,false
Auto e moto,Ricambi meccanici,Anno compatibilità,false
Auto e moto,Ricambi meccanici,Omologazione,false
Auto e moto,Ricambi meccanici,Posizione montaggio,false
Auto e moto,Pneumatici,Modello,false
Auto e moto,Pneumatici,Colore,false
Auto e moto,Pneumatici,Materiale,false
Auto e moto,Pneumatici,Dimensioni,false
Auto e moto,Pneumatici,Peso,false
Auto e moto,Pneumatici,Larghezza pneumatico,false
Auto e moto,Pneumatici,Rapporto d'aspetto,false
Auto e moto,Pneumatici,Diametro cerchio,false
Auto e moto,Pneumatici,Indice di carico,false
Auto e moto,Pneumatici,Indice di velocità,false
Auto e moto,Pneumatici,Stagione pneumatici,false
Auto e moto,Pneumatici,Runflat,false
Auto e moto,Caschi moto,Modello,false
Auto e moto,Caschi moto,Colore,false
Auto e moto,Caschi moto,Materiale,false
Auto e moto,Caschi moto,Dimensioni,false
Auto e moto,Caschi moto,Peso,false
Auto e moto,Caschi moto,Compatibilità veicolo,false
Auto e moto,Caschi moto,Anno compatibilità,false
Auto e moto,Caschi moto,Omologazione,false
Auto e moto,Caschi moto,Posizione montaggio,false
Auto e moto,Accessori moto,Modello,false
Auto e moto,Accessori moto,Colore,false
Auto e moto,Accessori moto,Materiale,false
Auto e moto,Accessori moto,Dimensioni,false
Auto e moto,Accessori moto,Peso,false
Auto e moto,Accessori moto,Compatibilità veicolo,false
Auto e moto,Accessori moto,Anno compatibilità,false
